index,passenger_name,born,died,age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked,country_of_residence,profession,job,pclass,survived,sibsp,parch,fare,boat,body,countryid2,survived_y_n
2894,≈dahl Mauritz,1881,1912,30,30,Male,Married,Passenger,3rd Class,,7076,,Southampton,,Sweden,Carpenter / Joiner,Carpenter / Joiner,,,,,,,,1650,
593,Ab?-Al-Mun‡ N?s?f Q?sim,1884,1962,27,77,Male,Married,Passenger,3rd Class,,2699,,Cherbourg,New York City,Lebanon,0,,,,,,,,,1467,yes
590,Ab? Sa'b Jirjis Y?suf,1867,1912,45,45,Male,Married,Passenger,3rd Class,,2685,,Cherbourg,,Syria,Shoemaker,Shoemaker,,,,,,,,1776,
591,Ab? Sa'b Sha'n?nah,1874,1947,38,73,Female,Widowed,Passenger,3rd Class,,2688,,Cherbourg,New York City,United States,0,,,,,,,,,1852,yes
592,Ab? Shad?d D?hir,1893,1912,19,19,Male,,Passenger,3rd Class,,2698,,Cherbourg,,,,,,,,,,,,,
579,Abbing Anthony,1870,1912,41,41,Male,Single,Passenger,3rd Class,,5547,,Southampton,,United States,Blacksmith,Blacksmith,,,,,,,,1847,
580,Abbott Ernest Owen,1891,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,,England,Lounge Pantry Steward,Lounge Pantry Steward,,,,,,,,140,
581,Abbott Eugene Joseph,1899,1912,13,13,Male,,Passenger,3rd Class,,CA2673,,Southampton,,United States,Scholar,Scholar,3,0,0,2,20.25,,,1850,
582,Abbott Rhoda Mary 'Rosa',1873,1946,39,73,Female,Divorced,Passenger,3rd Class,,CA2673,,Southampton,New York City,United States,0,,,,,,,,,1848,yes
583,Abbott Rossmore Edward,1896,1912,16,16,Male,Single,Passenger,3rd Class,,CA2673,,Southampton,,United States,Jeweller,Jeweller,3,0,1,1,20.25,,190,1849,
584,Abelseth Kalle (Karen) Marie Kristiane,1895,1969,16,73,Female,Single,Passenger,3rd Class,,348125,,Southampton,New York City,Norway,0,,3,1,0,0,7.65,16,,1439,yes
585,Abelseth Olaus J¯rgensen,1886,1980,25,94,Male,Single,Passenger,3rd Class,,348122,[F] G63,Southampton,New York City,United States,Farmer,Farmer,3,1,0,0,7.65,A,,1851,yes
586,Abelson Anna,1883,1972,28,88,Female,Married,Passenger,2nd Class,,3381,,Cherbourg,New York City,France,0,,2,1,1,0,24,10,,1408,yes
587,Abelson Samuel,1882,1912,30,30,Male,Married,Passenger,2nd Class,,3381,,Cherbourg,,France,0,,2,0,1,0,24,,,1407,
588,Abrahamsson August Abraham Johannes,1892,1961,19,69,Male,Single,Passenger,3rd Class,,3101284,,Southampton,New York City,Finland,0,,,,,,,,,1351,yes
589,Abrams William Thomas,1878,1912,34,34,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,141,
594,Adams John,1885,1912,26,26,Male,Single,Passenger,3rd Class,,341826,,Southampton,,England,0,,,,,,,,,143,
595,Adams Robert John,1885,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,3,0,0,0,8.05,,103,142,
596,Adams Stanley,,,,,Male,,Crew,,,,,,,,,,,,,,,,,,
597,Ahier Percy Snowden,1892,1912,20,20,Male,Single,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,144,
598,Ahlin Johanna Persdotter,1871,1912,40,40,Female,Married,Passenger,3rd Class,,7546,,Southampton,,Sweden,0,,3,0,1,0,9.475,,,1651,
599,Ahmed Ali,1888,1912,24,24,Male,,Passenger,3rd Class,,3101311,,Southampton,,Argentina,General Labourer,General Labourer,,,,,,,,1,
600,Akerman Albert Edward,1880,1912,31,31,Male,Single,Crew,Victualling,,,,Southampton,,England,3rd Class Steward,3rd Class Steward,,,,,,,,145,
601,Akerman Joseph Francis,1874,1912,37,37,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant Pantryman Steward,Assistant Pantryman Steward,,,,,,,,146,
602,Aks Leah,1891,1967,21,76,Female,Married,Passenger,3rd Class,,392091,,Southampton,New York City,England,0,,3,1,0,1,9.35,13,,147,yes
603,Aks Philip,1911,1991,0,80,Male,,Passenger,3rd Class,,392091,,Southampton,New York City,England,0,,3,1,0,1,9.35,11,,148,yes
607,al-Ba'ql?n? ?wj?n?y?,1909,1912,3,3,Female,,Passenger,3rd Class,,2666,,Cherbourg,New York City,Syria,0,,,,,,,,,1779,yes
604,al-Ba'ql?n? Hil?nah,1909,1939,2,29,Female,,Passenger,3rd Class,,2666,,Cherbourg,New York City,Syria,0,,,,,,,,,1780,yes
605,al-Ba'ql?n? La??fah,1888,1962,23,73,Female,Married,Passenger,3rd Class,,2666,,Cherbourg,New York City,Syria,0,,,,,,,,,1777,yes
606,al-Ba'ql?n? M?r?y?,1906,1982,5,75,Female,,Passenger,3rd Class,,2666,,Cherbourg,New York City,Syria,0,,,,,,,,,1778,yes
608,Al-Mun‡ Far?d Husayn Q?sim,1893,1912,19,19,Male,Married,Passenger,3rd Class,,2700,,Cherbourg,,,,,,,,,,,,,
609,al-Za'inn? Fah?m R???n?,1886,1927,25,41,Male,Married,Passenger,3rd Class,,2620,,Cherbourg,New York City,Syria,General Labourer,General Labourer,,,,,,,,1781,yes
510,Aldworth Augustus Henry,1877,1912,35,35,Male,Married,Passenger,2nd Class,Servant,248744,,Southampton,,United States,Chauffeur,Chauffeur,,,,,,,,1853,
610,Alexander William Albert,1887,1912,24,24,Male,Single,Passenger,3rd Class,,3474,,Southampton,,England,General Labourer,General Labourer,,,,,,,,149,
611,Alhom‰ki Ilmari Rudolf,1893,1912,19,19,Male,Single,Passenger,3rd Class,,3101287,,Southampton,,Finland,General Labourer,General Labourer,,,,,,,,1353,
612,Ali William,1887,1912,25,25,Male,,Passenger,3rd Class,,3101312,,Southampton,,Argentina,General Labourer,General Labourer,3,0,0,0,7.05,,79,2,
613,Allaria Battista Antonio,1889,1912,22,22,Male,Single,Crew,A la Carte,,,,Southampton,,England,Assistant Waiter,Assistant Waiter,,,,,,,,150,
614,Allen Elisabeth Walton,1882,1967,29,85,Female,Engaged,Passenger,1st Class,,24160,B5,Southampton,New York City,United States,0,,1,1,0,0,211.3375,2,,1854,yes
615,Allen Ernest Frederick,1888,1968,24,80,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Trimmer,Trimmer,,,,,,,,152,yes
616,Allen George,1886,1912,26,26,Male,Married,Crew,Victualling,,,,Southampton,,England,Scullion,Scullion,,,,,,,,154,
617,Allen Henry,1882,1912,30,30,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,151,
618,Allen Robert Spencer,1876,1912,35,35,Male,Married,Crew,Victualling,,,,Southampton,,England,Bedroom Steward (1st Class),Bedroom Steward (1st Class),3,0,0,0,8.05,,,155,
619,Allen William Henry,1873,1912,39,39,Male,Married,Passenger,3rd Class,,373450,,Southampton,,England,Tool Maker,Tool Maker,,,,,,,,153,
620,Allison Bess Waldo,1886,1912,25,25,Female,Married,Passenger,1st Class,,113781,C22/26,Southampton,,Canada,0,,1,0,1,2,151.55,,,55,
621,Allison Helen Loraine,1909,1912,2,2,Female,,Passenger,1st Class,,113781,C22/26,Southampton,,Canada,0,,1,0,1,2,151.55,,,56,
622,Allison Hudson Joshua Creighton,1881,1912,30,30,Male,Married,Passenger,1st Class,,113781,C22/26,Southampton,,Canada,Businessman,Businessman,1,0,1,2,151.55,,135,54,
623,Allison Hudson Trevor,1911,1929,0,18,Male,,Passenger,1st Class,,113781,C22/26,Southampton,New York City,Canada,0,,1,1,1,2,151.55,11,,57,yes
624,Allsop Alfred Samuel,1876,1912,36,36,Male,Married,Crew,Engine,,,,Belfast,,England,2nd Electrician,2nd Electrician,,,,,,,,156,
625,Allsop Frank Richard,1868,1912,43,43,Male,Married,Crew,Victualling,,,,Belfast,,England,Saloon Steward,Saloon Steward,,,,,,,,157,
626,Allum Owen George,1894,1912,17,17,Male,Single,Passenger,3rd Class,,2223,,Southampton,,England,Gardener,Gardener,,,,,,,,158,
627,Andersen (Jensen) Carla Christine Nielsine,1893,1980,19,87,Female,Engaged,Passenger,3rd Class,,350046,,Southampton,New York City,Denmark,0,,,,,,,,,133,yes
628,Andersen Albert Kaurin,1878,1912,33,33,Male,Married,Passenger,3rd Class,,4001,,Southampton,,Norway,Engineer,Engineer,,,,,,,,1440,
629,Anderson Harry,1869,1951,42,82,Male,Married,Passenger,1st Class,,19952,E12,Southampton,New York City,United States,Stockbroker,Stockbroker,,,,,,,,1855,yes
630,Anderson John,1870,,42,,Male,Single,Crew,Deck,,,,Southampton,New York City,England,Able Seaman,Able Seaman,,,,,,,,159,yes
631,Anderson Walter Yuill,1861,1912,50,50,Male,Single,Crew,Victualling,,,,Southampton,,England,Bed Room Steward,Bed Room Steward,,,,,,,,160,
632,Andersson Alfrida Konstantia Brogren,1872,1912,39,39,Female,Married,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,1,5,31.275,,,1655,
633,Andersson Anders Johan,1873,1912,39,39,Male,Married,Passenger,3rd Class,,347082,,Southampton,,Sweden,General Labourer,General Labourer,3,0,1,5,31.275,,,1654,
634,Andersson Ebba Iris Alfrida,1905,1912,6,6,Female,,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,4,2,31.275,,,1658,
635,Andersson Ellis Anna Maria,1910,1912,2,2,Female,,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,4,2,31.275,,,1660,
636,Andersson Erna Alexandra,1895,,16,,Female,Single,Passenger,3rd Class,,3101281,,Southampton,New York City,Finland,0,,,,,,,,,1354,yes
637,Andersson Ida Augusta Margareta,1873,1912,38,38,Female,Single,Passenger,3rd Class,,347091,,Southampton,,Sweden,0,,3,0,4,2,7.775,,,1653,
638,Andersson Ingeborg Constanzia,1902,1912,9,9,Female,,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,4,2,31.275,,,1657,
639,Andersson Johan Samuel,1885,1912,26,26,Male,Single,Passenger,3rd Class,,347075,,Southampton,,Sweden,Carpenter / Joiner,Carpenter / Joiner,3,0,0,0,7.775,,,1652,
640,Andersson Sigrid Elisabeth,1900,1912,11,11,Female,,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,4,2,31.275,,,1656,
641,Andersson Sigvard Harald Elias,1907,1912,4,4,Male,,Passenger,3rd Class,,347082,,Southampton,,Sweden,0,,3,0,4,2,31.275,,,1659,
642,Andreasson PÂl Edvin,1892,1912,20,20,Male,Single,Passenger,3rd Class,,347466,,Southampton,,Sweden,General Labourer,General Labourer,3,0,0,0,7.8542,,,1661,
643,Andrew Edgar Samuel,1895,1912,17,17,Male,Engaged,Passenger,2nd Class,,231945,,Southampton,,Argentina,0,,,,,,,,,3,
644,Andrew Frank Thomas,1885,1912,26,26,Male,Married,Passenger,2nd Class,,34050,,Southampton,,England,Miner,Miner,,,,,,,,161,
645,Andrews Archibald,1872,,40,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,yes
646,Andrews Charles Edward,1893,1961,19,67,Male,Single,Crew,Victualling,,,,Southampton,New York City,England,Saloon Steward (2nd class),Saloon Steward (2nd class),,,,,,,,162,
647,Andrews Cornelia Theodosia,1849,1913,62,64,Female,Single,Passenger,1st Class,,13502,D7,Cherbourg,New York City,United States,0,,,,,,,,,1856,yes
484,Andrews Thomas,1873,1912,39,39,Male,Married,Passenger,1st Class,H&W Guarantee Group,112050,A36,Belfast,,Ireland,Shipbuilder,Shipbuilder,1,0,0,0,0,,,1472,
648,Angle Florence Agnes,1876,1969,36,93,Female,Married,Passenger,2nd Class,,226875,,Southampton,New York City,England,0,,2,1,1,0,26,11,,164,yes
649,Angle William,1881,1912,31,31,Male,Married,Passenger,2nd Class,,226875,,Southampton,,England,Tile Maker,Tile Maker,,,,,,,,163,
650,Appleton Charlotte,1858,1924,53,65,Female,Married,Passenger,1st Class,,11769,C101,Southampton,New York City,United States,0,,1,1,2,0,51.4792,D,,1857,yes
651,Archer Ernest Edward,1876,1917,35,41,Male,Married,Crew,Deck,,,,Southampton,New York City,England,Able Seaman,Able Seaman,,,,,,,,165,yes
652,Armstrong James,1881,,31,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
653,Arnold-Franchi Josef,1887,1912,25,25,Male,Married,Passenger,3rd Class,,349237,(E)58,Southampton,,Switzerland,General Labourer,General Labourer,3,0,1,0,17.8,,,1759,
654,Arnold-Franchi Josefine,1893,1912,18,18,Female,Married,Passenger,3rd Class,,349237,R190,Southampton,,Switzerland,0,,3,0,1,0,17.8,,,1760,
655,Aronsson Ernst Axel Algot,1887,1912,25,25,Male,Single,Passenger,3rd Class,,349911,,Southampton,,Sweden,General Labourer,General Labourer,,,,,,,,1662,
656,Artagaveytia Ramon,1840,1912,71,71,Male,Single,Passenger,1st Class,,17609,,Cherbourg,,Argentina,Businessman,Businessman,1,0,0,0,49.5042,,22,4,
657,Ashby John,1854,1912,57,57,Male,Married,Passenger,2nd Class,,244346,,Southampton,,United States,0,,2,0,0,0,13,,,1858,
658,Ashcroft Austin Aloysius,1885,1912,26,26,Male,Single,Crew,Victualling,,,,Southampton,,England,Clerk,Clerk,,,,,,,,166,
659,Ashe Henry Wellesley,1871,1912,41,41,Male,Married,Crew,Victualling,,,,Southampton,,England,Glory hole steward (3rd class),Glory hole steward (3rd class),,,,,,,,167,
660,Asim Adola,1877,1912,35,35,Male,,Passenger,3rd Class,,3101310,,Southampton,,Argentina,General Labourer,General Labourer,3,0,0,0,7.05,,,5,
661,Aspeslagh Georges,1885,1912,26,26,Male,Single,Crew,A la Carte,,,,Southampton,,England,Assistant Plateman,Assistant Plateman,,,,,,,,168,
662,Asplund Carl Edgar,1906,1912,5,5,Male,,Passenger,3rd Class,,347077,,Southampton,,Sweden,0,,3,0,4,2,31.3875,,,1667,
663,Asplund Carl Oscar Vilhelm Gustafsson,1871,1912,40,40,Male,Married,Passenger,3rd Class,,347077,,Southampton,,Sweden,General Labourer,General Labourer,3,0,1,5,31.3875,,142,1665,
664,Asplund Clarence Gustaf Hugo,1902,1912,9,9,Male,,Passenger,3rd Class,,347077,,Southampton,,Sweden,0,,3,0,4,2,31.3875,,,1669,
665,Asplund Edvin Rojj Felix,1909,1983,3,73,Male,,Passenger,3rd Class,,347077,,Southampton,New York City,Sweden,0,,3,1,4,2,31.3875,15,,1663,yes
666,Asplund Filip Oscar,1898,1912,13,13,Male,,Passenger,3rd Class,,347077,,Southampton,,Sweden,0,,3,0,4,2,31.3875,,,1668,
667,Asplund Johan Charles,1889,1943,23,54,Male,Single,Passenger,3rd Class,,350054,,Southampton,New York City,Sweden,0,,3,1,0,0,7.7958,13,,1664,yes
668,Asplund Lillian Gertrud,1906,2006,5,99,Female,,Passenger,3rd Class,,347077,,Southampton,New York City,Sweden,0,,3,1,4,2,31.3875,15,,1670,yes
669,Asplund Selma Augusta Emilia,1873,1964,38,90,Female,Married,Passenger,3rd Class,,347077,,Southampton,New York City,Sweden,0,,3,1,1,5,31.3875,15,,1666,yes
670,Assam Ali,1889,1912,23,23,Male,,Passenger,3rd Class,,3101309,,Southampton,,Argentina,General Labourer,General Labourer,3,0,0,0,7.05,,,6,
671,Astor John Jacob,1864,1912,47,47,Male,Married,Passenger,1st Class,,17757,C-17/C-21?,Cherbourg,,United States,Property Developer / Real Estate,Property Developer / Real Estate,1,0,1,0,227.525,,124,1859,
672,Astor Madeleine Talmage,1893,1940,18,46,Female,Married,Passenger,1st Class,,17757,C-17/C-21?,Cherbourg,New York City,United States,0,,1,1,1,0,227.525,4,,1860,yes
674,At? All?h Malakah,1894,1912,18,18,Female,Single,Passenger,3rd Class,,2627,,Cherbourg,,Syria,0,,,,,,,,,1782,
673,Attala Sleiman Khalil,1885,1912,27,27,Male,,Passenger,3rd Class,,2694,,Cherbourg,,Canada,Journalist,Journalist,,,,,,,,58,
675,Aubart LÈontine Pauline,1887,1964,24,77,Female,Single,Passenger,1st Class,,17477,B35,Cherbourg,New York City,France,Singer,Singer,1,1,0,0,69.3,9,,1409,yes
676,Augustsson Albert,1889,1912,23,23,Male,Single,Passenger,3rd Class,,347468,,Southampton,,Sweden,General Labourer,General Labourer,3,0,0,0,7.8542,,,1671,
677,Auld James,1880,,32,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
678,Avery James Albert,1891,1915,20,24,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Trimmer,Trimmer,,,,,,,,169,yes
679,Ayling Edwin George,1889,1912,23,23,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant Vegetable Cook,Assistant Vegetable Cook,,,,,,,,170,
680,Ayy?b-D?hir Bann?rah,1897,1970,15,74,Female,Single,Passenger,3rd Class,,2687,,Cherbourg,New York City,Syria,0,,,,,,,,,1783,yes
904,B?lus Akar,1905,1912,7,7,Male,,Passenger,3rd Class,,2678,,Cherbourg,,,,,,,,,,,,,
905,B?lus N?r al-'ayn,1902,1912,10,10,Female,,Passenger,3rd Class,,2678,,Cherbourg,,,,,,,,,,,,,
906,B?lus Sult?nah,1872,1912,40,40,Female,Married,Passenger,3rd Class,,2678,,Cherbourg,,,,,,,,,,,,,
681,Back Charles Frederick,1875,1912,37,37,Male,Married,Crew,Victualling,,,,Belfast,,England,Assistant Lounge Steward,Assistant Lounge Steward,,,,,,,,171,
682,Backstrˆm Karl Alfred,1880,1912,32,32,Male,Married,Passenger,3rd Class,,3101278,,Southampton,,Finland,General Labourer,General Labourer,,,,,,,,1355,
683,Backstrˆm Maria Mathilda,1878,1947,33,68,Female,Married,Passenger,3rd Class,,3101278,,Southampton,New York City,Finland,0,,,,,,,,,1356,yes
684,Badman Emily Louisa,1894,1946,18,52,Female,Single,Passenger,3rd Class,,31416,,Southampton,New York City,England,Servant,Servant,3,1,0,0,8.05,C,,172,yes
685,Badt Mohamed,1872,1912,40,40,Male,,Passenger,3rd Class,,2623,,Cherbourg,,Syria,Farmer,Farmer,3,0,0,0,7.225,,,1784,
686,Baggott Allen Marden,1884,1921,28,36,Male,Married,Crew,Victualling,,,,Southampton,New York City,England,Saloon Steward,Saloon Steward,,,,,,,,173,yes
687,Bagley Edward Henry,1879,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,174,
688,Bailey George,1868,1912,44,44,Male,Single,Crew,Victualling,,,,Belfast,,England,Saloon Steward,Saloon Steward,,,,,,,,178,
689,Bailey George Frank,1866,1912,46,46,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,177,
690,Bailey Henry Joseph,1865,1943,46,77,Male,Married,Crew,Deck,,,,Southampton,New York City,England,Master-at-arms,Master-at-arms,,,,,,,,175,yes
691,Bailey Percy,1894,1912,18,18,Male,Single,Passenger,2nd Class,,29108,,Southampton,,England,Butcher's Assistant,Butcher's Assistant,2,0,0,0,11.5,,,176,
692,Bailey William,1882,,30,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
693,Bain David,1859,,52,,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
694,Bainbrigge Charles Robert,1889,1912,22,22,Male,Single,Passenger,2nd Class,,31030,,Southampton,,Channel Islands,Horse Trainer,Horse Trainer,,,,,,,,89,
695,Baines Richard,1854,1912,58,58,Male,Single,Crew,Engine,,,,Southampton,,England,Greaser,Greaser,,,,,,,,179,
696,Baker John,1880,1933,32,52,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
697,Baliki? ?erim,1886,1912,26,26,Male,Married,Passenger,3rd Class,,349248,,Southampton,,Bosnia [Austria-Hungary],General Labourer,General Labourer,,,,,,,,31,
698,Ball Percy,1894,1933,18,39,Male,Single,Crew,Victualling,,,,Southampton,New York City,England,Plate Steward,Plate Steward,,,,,,,,180,yes
699,Balls Ada Elizabeth,1875,1967,36,92,Female,Widowed,Passenger,2nd Class,,28551,D?,Southampton,New York City,England,0,,,,,,,,,181,yes
700,Banewer Solomon,1870,1912,42,42,Male,,Passenger,2nd Class,,211535,,Southampton,,,,,,,,,,,,,
701,Banfi Ugo,1887,1912,24,24,Male,Single,Crew,A la Carte,,,,Southampton,,England,Waiter,Waiter,,,,,,,,182,
702,Banfield Frederick James,1884,1912,28,28,Male,Married,Passenger,2nd Class,,34068,,Southampton,,England,Miner,Miner,2,0,0,0,10.5,,,183,
703,Bannon John Joseph,1877,1912,34,34,Male,Married,Crew,Engine,,,,Southampton,,England,Greaser,Greaser,,,,,,,,184,
704,Barbara Catherine David,1867,1912,45,45,Female,,Passenger,3rd Class,,2691,,Cherbourg,,Syria,Housekeeper,Housekeeper,3,0,0,1,14.4542,,,1785,
705,Barbara Saiide,1894,1912,18,18,Female,,Passenger,3rd Class,,2691,,Cherbourg,,Syria,Housekeeper,Housekeeper,3,0,0,1,14.4542,,,1786,
511,Barber Ellen Mary,1885,1963,26,77,Female,Single,Passenger,1st Class,Servant,19877,,Southampton,New York City,,,,1,1,0,0,78.85,6,,,yes
706,Barker Albert Vale,1893,1912,19,19,Male,Single,Crew,Victualling,,,,Southampton,,England,Baker,Baker,,,,,,,,185,
707,Barker Ernest Thomas,1871,1912,40,40,Male,Married,Crew,Victualling,,,,Southampton,,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,186,
708,Barker George,1856,,56,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
709,Barker George,1866,,46,,Male,,Crew,Deck,,,,Belfast,Southampton,,,,,,,,,,,,
710,Barker Reginald Lomond,1870,1912,42,42,Male,Married,Crew,Victualling,,,,Belfast,,England,"Second Purser, 1st Class","Second Purser, 1st Class",,,,,,,,187,
711,Barker Stokes,1886,,26,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
712,Barkley Robert,1873,,39,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
713,Barkworth Algernon Henry,1864,1945,47,80,Male,Single,Passenger,1st Class,,27042,A23,Southampton,New York City,England,Justice of the Peace,Justice of the Peace,,,,,,,,188,yes
714,Barlow Charles Henry,1881,1912,30,30,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,189,
715,Barlow George,1872,1912,39,39,Male,Single,Crew,Victualling,,,,Southampton,,England,Bed Room Steward,Bed Room Steward,,,,,,,,190,
716,Barnes Charles,1883,1912,29,29,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,191,
717,Barnes Frederick Charles,1872,1912,40,40,Male,Single,Crew,Victualling,,,,Southampton,,England,Assistant baker,Assistant baker,,,,,,,,193,
718,Barnes John,1872,1912,39,39,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,192,
719,Barnes William John,1875,1927,36,51,Male,Single,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
720,Barratt Arthur,1896,1912,16,16,Male,Single,Crew,Victualling,,,,Southampton,,England,Bell Boy,Bell Boy,,,,,,,,194,
722,Barrett Frederick William,1883,1931,29,48,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Leading Fireman,Leading Fireman,,,,,,,,195,
721,Barrett Frederick William,1879,1912,33,33,Male,Married,Crew,Engine,,,,Southampton,,England,Leading Fireman,Fireman,,,,,,,,196,yes
723,Barringer Arthur William,1878,1912,34,34,Male,Married,Crew,Victualling,,,,Belfast,,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,197,
724,Barrow Charles Henry John,1876,1912,35,35,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant butcher,Assistant butcher,,,,,,,,198,
725,Barrows Edward William Peter,1879,1912,32,32,Male,Single,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,199,
726,Barry James,1881,,31,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
727,Barry Julia,1881,1912,30,30,Female,Single,Passenger,3rd Class,,330844,,Queenstown,,Ireland,Housekeeper,Housekeeper,,,,,,,,1473,
728,Bartley Robert,1880,,32,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
729,Bartley Thomas,1876,1957,35,81,Male,Married,Crew,Victualling,,,,Belfast,Southampton,,,,,,,,,,,,
730,Barton David John,1890,1912,22,22,Male,Single,Passenger,3rd Class,,324669,,Southampton,,England,General Labourer,General Labourer,3,0,0,0,8.05,,,200,
731,Barton Sidney John,1886,1912,26,26,Male,Single,Crew,Victualling,,,,Southampton,,England,3rd Class Steward,3rd Class Steward,,,,,,,,201,
732,Basilico Giovanni,1885,1912,27,27,Male,Single,Crew,A la Carte,,,,Southampton,,England,Waiter,Waiter,,,,,,,,202,
512,Bassani Albina,1880,1960,31,80,Female,Widowed,Passenger,1st Class,Servant,11813,D15,Cherbourg,New York City,,,,,,,,,,,,yes
